Format,1.0B,
Memory Length,5000,
IntpDistance,0,
Trigger Address,4999,
Trigger Level,0.000E+00,
Source,FFT rms,
Vertical Units,V,
Vertical Units Div,0,
Vertical Units Extend Div,16,
Label, ,
Probe Type,0,
Probe Ratio,1.000E+00,
Vertical Scale,1.000E+00,
Vertical Position,0.00E+00,
Horizontal Units,Hz,
Horizontal Scale,25MHz,
Horizontal Position,0.000E+00,
Horizontal Mode,Main,
SincET Mode,Real Time,
Sampling Period,2.000E-09,
Horizontal Old Scale,25MHz,
Horizontal Old Position,1000,
Firmware,V1.31,
Mode,Detail,
Waveform Data,
1.237500e+08,0.00e+00,
1.238000e+08,0.00e+00,
1.238500e+08,0.00e+00,
1.239000e+08,0.00e+00,
1.239500e+08,0.00e+00,
1.240000e+08,0.00e+00,
1.240500e+08,0.00e+00,
1.241000e+08,0.00e+00,
1.241500e+08,0.00e+00,
1.242000e+08,0.00e+00,
1.242500e+08,0.00e+00,
1.243000e+08,0.00e+00,
1.243500e+08,0.00e+00,
1.244000e+08,0.00e+00,
1.244500e+08,0.00e+00,
1.245000e+08,0.00e+00,
1.245500e+08,0.00e+00,
1.246000e+08,0.00e+00,
1.246500e+08,0.00e+00,
1.247000e+08,0.00e+00,
1.247500e+08,0.00e+00,
1.248000e+08,0.00e+00,
1.248500e+08,0.00e+00,
1.249000e+08,0.00e+00,
1.249500e+08,0.00e+00,
1.250000e+08,0.00e+00,
1.250500e+08,0.00e+00,
1.251000e+08,0.00e+00,
1.251500e+08,0.00e+00,
1.252000e+08,0.00e+00,
1.252500e+08,0.00e+00,
1.253000e+08,0.00e+00,
1.253500e+08,0.00e+00,
1.254000e+08,0.00e+00,
1.254500e+08,0.00e+00,
1.255000e+08,0.00e+00,
1.255500e+08,0.00e+00,
1.256000e+08,0.00e+00,
1.256500e+08,0.00e+00,
1.257000e+08,0.00e+00,
1.257500e+08,0.00e+00,
1.258000e+08,0.00e+00,
1.258500e+08,0.00e+00,
1.259000e+08,0.00e+00,
1.259500e+08,0.00e+00,
1.260000e+08,0.00e+00,
1.260500e+08,0.00e+00,
1.261000e+08,0.00e+00,
1.261500e+08,0.00e+00,
1.262000e+08,0.00e+00,
1.262500e+08,0.00e+00,
1.263000e+08,0.00e+00,
1.263500e+08,0.00e+00,
1.264000e+08,0.00e+00,
1.264500e+08,0.00e+00,
1.265000e+08,0.00e+00,
1.265500e+08,0.00e+00,
1.266000e+08,0.00e+00,
1.266500e+08,0.00e+00,
1.267000e+08,0.00e+00,
1.267500e+08,0.00e+00,
1.268000e+08,0.00e+00,
1.268500e+08,0.00e+00,
1.269000e+08,0.00e+00,
1.269500e+08,0.00e+00,
1.270000e+08,0.00e+00,
1.270500e+08,0.00e+00,
1.271000e+08,0.00e+00,
1.271500e+08,0.00e+00,
1.272000e+08,0.00e+00,
1.272500e+08,0.00e+00,
1.273000e+08,0.00e+00,
1.273500e+08,0.00e+00,
1.274000e+08,0.00e+00,
1.274500e+08,0.00e+00,
1.275000e+08,0.00e+00,
1.275500e+08,0.00e+00,
1.276000e+08,0.00e+00,
1.276500e+08,0.00e+00,
1.277000e+08,0.00e+00,
1.277500e+08,0.00e+00,
1.278000e+08,0.00e+00,
1.278500e+08,0.00e+00,
1.279000e+08,0.00e+00,
1.279500e+08,0.00e+00,
1.280000e+08,0.00e+00,
1.280500e+08,0.00e+00,
1.281000e+08,0.00e+00,
1.281500e+08,0.00e+00,
1.282000e+08,0.00e+00,
1.282500e+08,0.00e+00,
1.283000e+08,0.00e+00,
1.283500e+08,0.00e+00,
1.284000e+08,0.00e+00,
1.284500e+08,0.00e+00,
1.285000e+08,0.00e+00,
1.285500e+08,0.00e+00,
1.286000e+08,0.00e+00,
1.286500e+08,0.00e+00,
1.287000e+08,0.00e+00,
1.287500e+08,0.00e+00,
1.288000e+08,0.00e+00,
1.288500e+08,0.00e+00,
1.289000e+08,0.00e+00,
1.289500e+08,0.00e+00,
1.290000e+08,0.00e+00,
1.290500e+08,0.00e+00,
1.291000e+08,0.00e+00,
1.291500e+08,0.00e+00,
1.292000e+08,0.00e+00,
1.292500e+08,0.00e+00,
1.293000e+08,0.00e+00,
1.293500e+08,0.00e+00,
1.294000e+08,0.00e+00,
1.294500e+08,0.00e+00,
1.295000e+08,0.00e+00,
1.295500e+08,0.00e+00,
1.296000e+08,0.00e+00,
1.296500e+08,0.00e+00,
1.297000e+08,0.00e+00,
1.297500e+08,0.00e+00,
1.298000e+08,0.00e+00,
1.298500e+08,0.00e+00,
1.299000e+08,0.00e+00,
1.299500e+08,0.00e+00,
1.300000e+08,0.00e+00,
1.300500e+08,0.00e+00,
1.301000e+08,0.00e+00,
1.301500e+08,0.00e+00,
1.302000e+08,0.00e+00,
1.302500e+08,0.00e+00,
1.303000e+08,0.00e+00,
1.303500e+08,0.00e+00,
1.304000e+08,0.00e+00,
1.304500e+08,0.00e+00,
1.305000e+08,0.00e+00,
1.305500e+08,0.00e+00,
1.306000e+08,0.00e+00,
1.306500e+08,0.00e+00,
1.307000e+08,0.00e+00,
1.307500e+08,0.00e+00,
1.308000e+08,0.00e+00,
1.308500e+08,0.00e+00,
1.309000e+08,0.00e+00,
1.309500e+08,0.00e+00,
1.310000e+08,0.00e+00,
1.310500e+08,0.00e+00,
1.311000e+08,0.00e+00,
1.311500e+08,0.00e+00,
1.312000e+08,0.00e+00,
1.312500e+08,0.00e+00,
1.313000e+08,0.00e+00,
1.313500e+08,0.00e+00,
1.314000e+08,0.00e+00,
1.314500e+08,0.00e+00,
1.315000e+08,0.00e+00,
1.315500e+08,0.00e+00,
1.316000e+08,0.00e+00,
1.316500e+08,0.00e+00,
1.317000e+08,0.00e+00,
1.317500e+08,0.00e+00,
1.318000e+08,0.00e+00,
1.318500e+08,0.00e+00,
1.319000e+08,0.00e+00,
1.319500e+08,0.00e+00,
1.320000e+08,0.00e+00,
1.320500e+08,0.00e+00,
1.321000e+08,0.00e+00,
1.321500e+08,0.00e+00,
1.322000e+08,0.00e+00,
1.322500e+08,0.00e+00,
1.323000e+08,0.00e+00,
1.323500e+08,0.00e+00,
1.324000e+08,0.00e+00,
1.324500e+08,0.00e+00,
1.325000e+08,0.00e+00,
1.325500e+08,0.00e+00,
1.326000e+08,0.00e+00,
1.326500e+08,0.00e+00,
1.327000e+08,0.00e+00,
1.327500e+08,0.00e+00,
1.328000e+08,0.00e+00,
1.328500e+08,0.00e+00,
1.329000e+08,0.00e+00,
1.329500e+08,0.00e+00,
1.330000e+08,0.00e+00,
1.330500e+08,0.00e+00,
1.331000e+08,0.00e+00,
1.331500e+08,0.00e+00,
1.332000e+08,0.00e+00,
1.332500e+08,0.00e+00,
1.333000e+08,0.00e+00,
1.333500e+08,0.00e+00,
1.334000e+08,0.00e+00,
1.334500e+08,0.00e+00,
1.335000e+08,0.00e+00,
1.335500e+08,0.00e+00,
1.336000e+08,0.00e+00,
1.336500e+08,0.00e+00,
1.337000e+08,0.00e+00,
1.337500e+08,0.00e+00,
1.338000e+08,0.00e+00,
1.338500e+08,0.00e+00,
1.339000e+08,0.00e+00,
1.339500e+08,0.00e+00,
1.340000e+08,0.00e+00,
1.340500e+08,0.00e+00,
1.341000e+08,0.00e+00,
1.341500e+08,0.00e+00,
1.342000e+08,0.00e+00,
1.342500e+08,0.00e+00,
1.343000e+08,0.00e+00,
1.343500e+08,0.00e+00,
1.344000e+08,0.00e+00,
1.344500e+08,0.00e+00,
1.345000e+08,0.00e+00,
1.345500e+08,0.00e+00,
1.346000e+08,0.00e+00,
1.346500e+08,0.00e+00,
1.347000e+08,0.00e+00,
1.347500e+08,0.00e+00,
1.348000e+08,0.00e+00,
1.348500e+08,0.00e+00,
1.349000e+08,0.00e+00,
1.349500e+08,0.00e+00,
1.350000e+08,0.00e+00,
1.350500e+08,0.00e+00,
1.351000e+08,0.00e+00,
1.351500e+08,0.00e+00,
1.352000e+08,0.00e+00,
1.352500e+08,0.00e+00,
1.353000e+08,0.00e+00,
1.353500e+08,0.00e+00,
1.354000e+08,0.00e+00,
1.354500e+08,0.00e+00,
1.355000e+08,0.00e+00,
1.355500e+08,0.00e+00,
1.356000e+08,0.00e+00,
1.356500e+08,0.00e+00,
1.357000e+08,0.00e+00,
1.357500e+08,0.00e+00,
1.358000e+08,0.00e+00,
1.358500e+08,0.00e+00,
1.359000e+08,0.00e+00,
1.359500e+08,0.00e+00,
1.360000e+08,0.00e+00,
1.360500e+08,0.00e+00,
1.361000e+08,0.00e+00,
1.361500e+08,0.00e+00,
1.362000e+08,0.00e+00,
1.362500e+08,0.00e+00,
1.363000e+08,0.00e+00,
1.363500e+08,0.00e+00,
1.364000e+08,0.00e+00,
1.364500e+08,0.00e+00,
1.365000e+08,0.00e+00,
1.365500e+08,0.00e+00,
1.366000e+08,0.00e+00,
1.366500e+08,0.00e+00,
1.367000e+08,0.00e+00,
1.367500e+08,0.00e+00,
1.368000e+08,0.00e+00,
1.368500e+08,0.00e+00,
1.369000e+08,0.00e+00,
1.369500e+08,0.00e+00,
1.370000e+08,0.00e+00,
1.370500e+08,0.00e+00,
1.371000e+08,0.00e+00,
1.371500e+08,0.00e+00,
1.372000e+08,0.00e+00,
1.372500e+08,0.00e+00,
1.373000e+08,0.00e+00,
1.373500e+08,0.00e+00,
1.374000e+08,0.00e+00,
1.374500e+08,0.00e+00,
1.375000e+08,0.00e+00,
1.375500e+08,0.00e+00,
1.376000e+08,0.00e+00,
1.376500e+08,0.00e+00,
1.377000e+08,0.00e+00,
1.377500e+08,0.00e+00,
1.378000e+08,0.00e+00,
1.378500e+08,0.00e+00,
1.379000e+08,0.00e+00,
1.379500e+08,0.00e+00,
1.380000e+08,0.00e+00,
1.380500e+08,0.00e+00,
1.381000e+08,0.00e+00,
1.381500e+08,0.00e+00,
1.382000e+08,0.00e+00,
1.382500e+08,0.00e+00,
1.383000e+08,0.00e+00,
1.383500e+08,0.00e+00,
1.384000e+08,0.00e+00,
1.384500e+08,0.00e+00,
1.385000e+08,0.00e+00,
1.385500e+08,0.00e+00,
1.386000e+08,0.00e+00,
1.386500e+08,0.00e+00,
1.387000e+08,0.00e+00,
1.387500e+08,0.00e+00,
1.388000e+08,0.00e+00,
1.388500e+08,0.00e+00,
1.389000e+08,0.00e+00,
1.389500e+08,0.00e+00,
1.390000e+08,0.00e+00,
1.390500e+08,0.00e+00,
1.391000e+08,0.00e+00,
1.391500e+08,0.00e+00,
1.392000e+08,0.00e+00,
1.392500e+08,0.00e+00,
1.393000e+08,0.00e+00,
1.393500e+08,0.00e+00,
1.394000e+08,0.00e+00,
1.394500e+08,0.00e+00,
1.395000e+08,0.00e+00,
1.395500e+08,0.00e+00,
1.396000e+08,0.00e+00,
1.396500e+08,0.00e+00,
1.397000e+08,0.00e+00,
1.397500e+08,0.00e+00,
1.398000e+08,0.00e+00,
1.398500e+08,0.00e+00,
1.399000e+08,0.00e+00,
1.399500e+08,0.00e+00,
1.400000e+08,0.00e+00,
1.400500e+08,0.00e+00,
1.401000e+08,0.00e+00,
1.401500e+08,0.00e+00,
1.402000e+08,0.00e+00,
1.402500e+08,0.00e+00,
1.403000e+08,0.00e+00,
1.403500e+08,0.00e+00,
1.404000e+08,0.00e+00,
1.404500e+08,0.00e+00,
1.405000e+08,0.00e+00,
1.405500e+08,0.00e+00,
1.406000e+08,0.00e+00,
1.406500e+08,0.00e+00,
1.407000e+08,0.00e+00,
1.407500e+08,0.00e+00,
1.408000e+08,0.00e+00,
1.408500e+08,0.00e+00,
1.409000e+08,0.00e+00,
1.409500e+08,0.00e+00,
1.410000e+08,0.00e+00,
1.410500e+08,0.00e+00,
1.411000e+08,0.00e+00,
1.411500e+08,0.00e+00,
1.412000e+08,0.00e+00,
1.412500e+08,0.00e+00,
1.413000e+08,0.00e+00,
1.413500e+08,0.00e+00,
1.414000e+08,0.00e+00,
1.414500e+08,0.00e+00,
1.415000e+08,0.00e+00,
1.415500e+08,0.00e+00,
1.416000e+08,0.00e+00,
1.416500e+08,0.00e+00,
1.417000e+08,0.00e+00,
1.417500e+08,0.00e+00,
1.418000e+08,0.00e+00,
1.418500e+08,0.00e+00,
1.419000e+08,0.00e+00,
1.419500e+08,0.00e+00,
1.420000e+08,0.00e+00,
1.420500e+08,0.00e+00,
1.421000e+08,0.00e+00,
1.421500e+08,0.00e+00,
1.422000e+08,0.00e+00,
1.422500e+08,0.00e+00,
1.423000e+08,0.00e+00,
1.423500e+08,0.00e+00,
1.424000e+08,0.00e+00,
1.424500e+08,0.00e+00,
1.425000e+08,0.00e+00,
1.425500e+08,0.00e+00,
1.426000e+08,0.00e+00,
1.426500e+08,0.00e+00,
1.427000e+08,0.00e+00,
1.427500e+08,0.00e+00,
1.428000e+08,0.00e+00,
1.428500e+08,0.00e+00,
1.429000e+08,0.00e+00,
1.429500e+08,0.00e+00,
1.430000e+08,0.00e+00,
1.430500e+08,0.00e+00,
1.431000e+08,0.00e+00,
1.431500e+08,0.00e+00,
1.432000e+08,0.00e+00,
1.432500e+08,0.00e+00,
1.433000e+08,0.00e+00,
1.433500e+08,0.00e+00,
1.434000e+08,0.00e+00,
1.434500e+08,0.00e+00,
1.435000e+08,0.00e+00,
1.435500e+08,0.00e+00,
1.436000e+08,0.00e+00,
1.436500e+08,0.00e+00,
1.437000e+08,0.00e+00,
1.437500e+08,0.00e+00,
1.438000e+08,0.00e+00,
1.438500e+08,0.00e+00,
1.439000e+08,0.00e+00,
1.439500e+08,0.00e+00,
1.440000e+08,0.00e+00,
1.440500e+08,0.00e+00,
1.441000e+08,0.00e+00,
1.441500e+08,0.00e+00,
1.442000e+08,0.00e+00,
1.442500e+08,0.00e+00,
1.443000e+08,0.00e+00,
1.443500e+08,0.00e+00,
1.444000e+08,0.00e+00,
1.444500e+08,0.00e+00,
1.445000e+08,0.00e+00,
1.445500e+08,0.00e+00,
1.446000e+08,0.00e+00,
1.446500e+08,0.00e+00,
1.447000e+08,0.00e+00,
1.447500e+08,0.00e+00,
1.448000e+08,0.00e+00,
1.448500e+08,0.00e+00,
1.449000e+08,0.00e+00,
1.449500e+08,0.00e+00,
1.450000e+08,0.00e+00,
1.450500e+08,0.00e+00,
1.451000e+08,0.00e+00,
1.451500e+08,0.00e+00,
1.452000e+08,0.00e+00,
1.452500e+08,0.00e+00,
1.453000e+08,0.00e+00,
1.453500e+08,0.00e+00,
1.454000e+08,0.00e+00,
1.454500e+08,0.00e+00,
1.455000e+08,0.00e+00,
1.455500e+08,0.00e+00,
1.456000e+08,0.00e+00,
1.456500e+08,0.00e+00,
1.457000e+08,0.00e+00,
1.457500e+08,0.00e+00,
1.458000e+08,0.00e+00,
1.458500e+08,0.00e+00,
1.459000e+08,0.00e+00,
1.459500e+08,0.00e+00,
1.460000e+08,0.00e+00,
1.460500e+08,0.00e+00,
1.461000e+08,0.00e+00,
1.461500e+08,0.00e+00,
1.462000e+08,0.00e+00,
1.462500e+08,0.00e+00,
1.463000e+08,0.00e+00,
1.463500e+08,0.00e+00,
1.464000e+08,0.00e+00,
1.464500e+08,0.00e+00,
1.465000e+08,0.00e+00,
1.465500e+08,0.00e+00,
1.466000e+08,0.00e+00,
1.466500e+08,0.00e+00,
1.467000e+08,0.00e+00,
1.467500e+08,0.00e+00,
1.468000e+08,0.00e+00,
1.468500e+08,0.00e+00,
1.469000e+08,0.00e+00,
1.469500e+08,0.00e+00,
1.470000e+08,0.00e+00,
1.470500e+08,0.00e+00,
1.471000e+08,0.00e+00,
1.471500e+08,0.00e+00,
1.472000e+08,0.00e+00,
1.472500e+08,0.00e+00,
1.473000e+08,0.00e+00,
1.473500e+08,0.00e+00,
1.474000e+08,0.00e+00,
1.474500e+08,0.00e+00,
1.475000e+08,0.00e+00,
1.475500e+08,0.00e+00,
1.476000e+08,0.00e+00,
1.476500e+08,0.00e+00,
1.477000e+08,0.00e+00,
1.477500e+08,0.00e+00,
1.478000e+08,0.00e+00,
1.478500e+08,0.00e+00,
1.479000e+08,0.00e+00,
1.479500e+08,0.00e+00,
1.480000e+08,0.00e+00,
1.480500e+08,0.00e+00,
1.481000e+08,0.00e+00,
1.481500e+08,0.00e+00,
1.482000e+08,0.00e+00,
1.482500e+08,0.00e+00,
1.483000e+08,0.00e+00,
1.483500e+08,0.00e+00,
1.484000e+08,0.00e+00,
1.484500e+08,0.00e+00,
1.485000e+08,0.00e+00,
1.485500e+08,0.00e+00,
1.486000e+08,0.00e+00,
1.486500e+08,0.00e+00,
1.487000e+08,0.00e+00,
1.487500e+08,0.00e+00,
1.488000e+08,0.00e+00,
1.488500e+08,0.00e+00,
1.489000e+08,0.00e+00,
1.489500e+08,0.00e+00,
1.490000e+08,0.00e+00,
1.490500e+08,0.00e+00,
1.491000e+08,0.00e+00,
1.491500e+08,0.00e+00,
1.492000e+08,0.00e+00,
1.492500e+08,0.00e+00,
1.493000e+08,0.00e+00,
1.493500e+08,0.00e+00,
1.494000e+08,0.00e+00,
1.494500e+08,0.00e+00,
1.495000e+08,0.00e+00,
1.495500e+08,0.00e+00,
1.496000e+08,0.00e+00,
1.496500e+08,0.00e+00,
1.497000e+08,0.00e+00,
1.497500e+08,0.00e+00,
1.498000e+08,0.00e+00,
1.498500e+08,0.00e+00,
1.499000e+08,0.00e+00,
1.499500e+08,0.00e+00,
1.500000e+08,0.00e+00,
1.500500e+08,0.00e+00,
1.501000e+08,0.00e+00,
1.501500e+08,0.00e+00,
1.502000e+08,0.00e+00,
1.502500e+08,0.00e+00,
1.503000e+08,0.00e+00,
1.503500e+08,0.00e+00,
1.504000e+08,0.00e+00,
1.504500e+08,0.00e+00,
1.505000e+08,0.00e+00,
1.505500e+08,0.00e+00,
1.506000e+08,0.00e+00,
1.506500e+08,0.00e+00,
1.507000e+08,0.00e+00,
1.507500e+08,0.00e+00,
1.508000e+08,0.00e+00,
1.508500e+08,0.00e+00,
1.509000e+08,0.00e+00,
1.509500e+08,0.00e+00,
1.510000e+08,0.00e+00,
1.510500e+08,0.00e+00,
1.511000e+08,0.00e+00,
1.511500e+08,0.00e+00,
1.512000e+08,0.00e+00,
1.512500e+08,0.00e+00,
1.513000e+08,0.00e+00,
1.513500e+08,0.00e+00,
1.514000e+08,0.00e+00,
1.514500e+08,0.00e+00,
1.515000e+08,0.00e+00,
1.515500e+08,0.00e+00,
1.516000e+08,0.00e+00,
1.516500e+08,0.00e+00,
1.517000e+08,0.00e+00,
1.517500e+08,0.00e+00,
1.518000e+08,0.00e+00,
1.518500e+08,0.00e+00,
1.519000e+08,0.00e+00,
1.519500e+08,0.00e+00,
1.520000e+08,0.00e+00,
1.520500e+08,0.00e+00,
1.521000e+08,0.00e+00,
1.521500e+08,0.00e+00,
1.522000e+08,0.00e+00,
1.522500e+08,0.00e+00,
1.523000e+08,0.00e+00,
1.523500e+08,0.00e+00,
1.524000e+08,0.00e+00,
1.524500e+08,0.00e+00,
1.525000e+08,0.00e+00,
1.525500e+08,0.00e+00,
1.526000e+08,0.00e+00,
1.526500e+08,0.00e+00,
1.527000e+08,0.00e+00,
1.527500e+08,0.00e+00,
1.528000e+08,0.00e+00,
1.528500e+08,0.00e+00,
1.529000e+08,0.00e+00,
1.529500e+08,0.00e+00,
1.530000e+08,0.00e+00,
1.530500e+08,0.00e+00,
1.531000e+08,0.00e+00,
1.531500e+08,0.00e+00,
1.532000e+08,0.00e+00,
1.532500e+08,0.00e+00,
1.533000e+08,0.00e+00,
1.533500e+08,0.00e+00,
1.534000e+08,0.00e+00,
1.534500e+08,0.00e+00,
1.535000e+08,0.00e+00,
1.535500e+08,0.00e+00,
1.536000e+08,0.00e+00,
1.536500e+08,0.00e+00,
1.537000e+08,0.00e+00,
1.537500e+08,0.00e+00,
1.538000e+08,0.00e+00,
1.538500e+08,0.00e+00,
1.539000e+08,0.00e+00,
1.539500e+08,0.00e+00,
1.540000e+08,0.00e+00,
1.540500e+08,0.00e+00,
1.541000e+08,0.00e+00,
1.541500e+08,0.00e+00,
1.542000e+08,0.00e+00,
1.542500e+08,0.00e+00,
1.543000e+08,0.00e+00,
1.543500e+08,0.00e+00,
1.544000e+08,0.00e+00,
1.544500e+08,0.00e+00,
1.545000e+08,0.00e+00,
1.545500e+08,0.00e+00,
1.546000e+08,0.00e+00,
1.546500e+08,0.00e+00,
1.547000e+08,0.00e+00,
1.547500e+08,0.00e+00,
1.548000e+08,0.00e+00,
1.548500e+08,0.00e+00,
1.549000e+08,0.00e+00,
1.549500e+08,0.00e+00,
1.550000e+08,0.00e+00,
1.550500e+08,0.00e+00,
1.551000e+08,0.00e+00,
1.551500e+08,0.00e+00,
1.552000e+08,0.00e+00,
1.552500e+08,0.00e+00,
1.553000e+08,0.00e+00,
1.553500e+08,0.00e+00,
1.554000e+08,0.00e+00,
1.554500e+08,0.00e+00,
1.555000e+08,0.00e+00,
1.555500e+08,0.00e+00,
1.556000e+08,0.00e+00,
1.556500e+08,0.00e+00,
1.557000e+08,0.00e+00,
1.557500e+08,0.00e+00,
1.558000e+08,0.00e+00,
1.558500e+08,0.00e+00,
1.559000e+08,0.00e+00,
1.559500e+08,0.00e+00,
1.560000e+08,0.00e+00,
1.560500e+08,0.00e+00,
1.561000e+08,0.00e+00,
1.561500e+08,0.00e+00,
1.562000e+08,0.00e+00,
1.562500e+08,0.00e+00,
1.563000e+08,0.00e+00,
1.563500e+08,0.00e+00,
1.564000e+08,0.00e+00,
1.564500e+08,0.00e+00,
1.565000e+08,0.00e+00,
1.565500e+08,0.00e+00,
1.566000e+08,0.00e+00,
1.566500e+08,0.00e+00,
1.567000e+08,0.00e+00,
1.567500e+08,0.00e+00,
1.568000e+08,0.00e+00,
1.568500e+08,0.00e+00,
1.569000e+08,0.00e+00,
1.569500e+08,0.00e+00,
1.570000e+08,0.00e+00,
1.570500e+08,0.00e+00,
1.571000e+08,0.00e+00,
1.571500e+08,0.00e+00,
1.572000e+08,0.00e+00,
1.572500e+08,0.00e+00,
1.573000e+08,0.00e+00,
1.573500e+08,0.00e+00,
1.574000e+08,0.00e+00,
1.574500e+08,0.00e+00,
1.575000e+08,0.00e+00,
1.575500e+08,0.00e+00,
1.576000e+08,0.00e+00,
1.576500e+08,0.00e+00,
1.577000e+08,0.00e+00,
1.577500e+08,0.00e+00,
1.578000e+08,0.00e+00,
1.578500e+08,0.00e+00,
1.579000e+08,0.00e+00,
1.579500e+08,0.00e+00,
1.580000e+08,0.00e+00,
1.580500e+08,0.00e+00,
1.581000e+08,0.00e+00,
1.581500e+08,0.00e+00,
1.582000e+08,0.00e+00,
1.582500e+08,0.00e+00,
1.583000e+08,0.00e+00,
1.583500e+08,0.00e+00,
1.584000e+08,0.00e+00,
1.584500e+08,0.00e+00,
1.585000e+08,0.00e+00,
1.585500e+08,0.00e+00,
1.586000e+08,0.00e+00,
1.586500e+08,0.00e+00,
1.587000e+08,0.00e+00,
1.587500e+08,0.00e+00,
1.588000e+08,0.00e+00,
1.588500e+08,0.00e+00,
1.589000e+08,0.00e+00,
1.589500e+08,0.00e+00,
1.590000e+08,0.00e+00,
1.590500e+08,0.00e+00,
1.591000e+08,0.00e+00,
1.591500e+08,0.00e+00,
1.592000e+08,0.00e+00,
1.592500e+08,0.00e+00,
1.593000e+08,0.00e+00,
1.593500e+08,0.00e+00,
1.594000e+08,0.00e+00,
1.594500e+08,0.00e+00,
1.595000e+08,0.00e+00,
1.595500e+08,0.00e+00,
1.596000e+08,0.00e+00,
1.596500e+08,0.00e+00,
1.597000e+08,0.00e+00,
1.597500e+08,0.00e+00,
1.598000e+08,0.00e+00,
1.598500e+08,0.00e+00,
1.599000e+08,0.00e+00,
1.599500e+08,0.00e+00,
1.600000e+08,0.00e+00,
1.600500e+08,0.00e+00,
1.601000e+08,0.00e+00,
1.601500e+08,0.00e+00,
1.602000e+08,0.00e+00,
1.602500e+08,0.00e+00,
1.603000e+08,0.00e+00,
1.603500e+08,0.00e+00,
1.604000e+08,0.00e+00,
1.604500e+08,0.00e+00,
1.605000e+08,0.00e+00,
1.605500e+08,0.00e+00,
1.606000e+08,0.00e+00,
1.606500e+08,0.00e+00,
1.607000e+08,0.00e+00,
1.607500e+08,0.00e+00,
1.608000e+08,0.00e+00,
1.608500e+08,0.00e+00,
1.609000e+08,0.00e+00,
1.609500e+08,0.00e+00,
1.610000e+08,0.00e+00,
1.610500e+08,0.00e+00,
1.611000e+08,0.00e+00,
1.611500e+08,0.00e+00,
1.612000e+08,0.00e+00,
1.612500e+08,0.00e+00,
1.613000e+08,0.00e+00,
1.613500e+08,0.00e+00,
1.614000e+08,0.00e+00,
1.614500e+08,0.00e+00,
1.615000e+08,0.00e+00,
1.615500e+08,0.00e+00,
1.616000e+08,0.00e+00,
1.616500e+08,0.00e+00,
1.617000e+08,0.00e+00,
1.617500e+08,0.00e+00,
1.618000e+08,0.00e+00,
1.618500e+08,0.00e+00,
1.619000e+08,0.00e+00,
1.619500e+08,0.00e+00,
1.620000e+08,0.00e+00,
1.620500e+08,0.00e+00,
1.621000e+08,0.00e+00,
1.621500e+08,0.00e+00,
1.622000e+08,0.00e+00,
1.622500e+08,0.00e+00,
1.623000e+08,0.00e+00,
1.623500e+08,0.00e+00,
1.624000e+08,0.00e+00,
1.624500e+08,0.00e+00,
1.625000e+08,0.00e+00,
1.625500e+08,0.00e+00,
1.626000e+08,0.00e+00,
1.626500e+08,0.00e+00,
1.627000e+08,0.00e+00,
1.627500e+08,0.00e+00,
1.628000e+08,0.00e+00,
1.628500e+08,0.00e+00,
1.629000e+08,0.00e+00,
1.629500e+08,0.00e+00,
1.630000e+08,0.00e+00,
1.630500e+08,0.00e+00,
1.631000e+08,0.00e+00,
1.631500e+08,0.00e+00,
1.632000e+08,0.00e+00,
1.632500e+08,0.00e+00,
1.633000e+08,0.00e+00,
1.633500e+08,0.00e+00,
1.634000e+08,0.00e+00,
1.634500e+08,0.00e+00,
1.635000e+08,0.00e+00,
1.635500e+08,0.00e+00,
1.636000e+08,0.00e+00,
1.636500e+08,0.00e+00,
1.637000e+08,0.00e+00,
1.637500e+08,0.00e+00,
1.638000e+08,0.00e+00,
1.638500e+08,0.00e+00,
1.639000e+08,0.00e+00,
1.639500e+08,0.00e+00,
1.640000e+08,0.00e+00,
1.640500e+08,0.00e+00,
1.641000e+08,0.00e+00,
1.641500e+08,0.00e+00,
1.642000e+08,0.00e+00,
1.642500e+08,0.00e+00,
1.643000e+08,0.00e+00,
1.643500e+08,0.00e+00,
1.644000e+08,0.00e+00,
1.644500e+08,0.00e+00,
1.645000e+08,0.00e+00,
1.645500e+08,0.00e+00,
1.646000e+08,0.00e+00,
1.646500e+08,0.00e+00,
1.647000e+08,0.00e+00,
1.647500e+08,0.00e+00,
1.648000e+08,0.00e+00,
1.648500e+08,0.00e+00,
1.649000e+08,0.00e+00,
1.649500e+08,0.00e+00,
1.650000e+08,0.00e+00,
1.650500e+08,0.00e+00,
1.651000e+08,0.00e+00,
1.651500e+08,0.00e+00,
1.652000e+08,0.00e+00,
1.652500e+08,0.00e+00,
1.653000e+08,0.00e+00,
1.653500e+08,0.00e+00,
1.654000e+08,0.00e+00,
1.654500e+08,0.00e+00,
1.655000e+08,0.00e+00,
1.655500e+08,0.00e+00,
1.656000e+08,0.00e+00,
1.656500e+08,0.00e+00,
1.657000e+08,0.00e+00,
1.657500e+08,0.00e+00,
1.658000e+08,0.00e+00,
1.658500e+08,0.00e+00,
1.659000e+08,0.00e+00,
1.659500e+08,0.00e+00,
1.660000e+08,0.00e+00,
1.660500e+08,0.00e+00,
1.661000e+08,0.00e+00,
1.661500e+08,0.00e+00,
1.662000e+08,0.00e+00,
1.662500e+08,0.00e+00,
1.663000e+08,0.00e+00,
1.663500e+08,0.00e+00,
1.664000e+08,0.00e+00,
1.664500e+08,0.00e+00,
